yolo_disease,yolo_insect,tabnet_disease,is_esb,is_inb,is_no_insect,is_disease_true,is_insect_true
0.0,1,0.8437701825728147,0,1,0,1,0
0.0,0,0.8084497558265563,0,1,0,0,0
0.0,0,0.08454632997882094,1,0,0,1,0
0.0,0,0.9046008387350603,1,0,0,1,0
0.05990632411266814,0,0.9273120780930885,0,0,1,1,0
0.0,1,0.4812208540355698,1,0,0,0,1
0.16665891963573667,0,0.9706273372092099,0,0,1,1,0
0.17727960986444508,3,0.4737791698721041,0,1,0,0,1
0.0,0,0.6801455473203185,0,0,1,1,0
0.0,0,0.09527980687625481,0,0,1,0,0
0.03446026495341559,2,0.1751251962606637,0,0,1,1,0
0.0,0,0.9791553919588145,0,1,0,1,0
0.10094224326981721,3,0.49239164734953855,1,0,0,1,1
0.0,1,0.6651865020933974,1,0,0,1,0
0.0,0,0.39811804268935713,0,0,1,0,0
0.0,1,0.10956257802625391,0,0,1,0,0
0.0,2,0.922741169107216,0,1,0,1,1
0.12199419714500634,2,0.1794386132596898,0,0,1,0,0
0.0,1,0.8070661237848926,1,0,0,0,1
0.0,0,0.7756000303427537,1,0,0,1,1
0.0,1,0.7253946509925757,0,1,0,1,1
0.0,2,0.5219144450033424,0,1,0,0,1
0.21135604240565614,1,0.43690149608077045,0,0,1,1,0
0.0,0,0.030281211410489672,0,1,0,1,0
0.0,2,0.7339672730798087,1,0,0,1,1
0.0,0,0.24687136205657534,1,0,0,1,0
0.0,0,0.8892636434258632,0,0,1,1,0
0.02939008119210278,1,0.19729973098854037,1,0,0,1,0
0.0,0,0.4957809239775125,0,0,1,0,0
0.0,1,0.10763720441625968,0,0,1,1,0
0.23146433882054385,0,0.5151235924272443,0,0,1,0,1
0.0,0,0.8254622032224227,0,1,0,1,0
0.0,3,0.12030672980191315,0,1,0,0,1
0.0,2,0.6339985401195919,0,0,1,1,0
0.20634208414919014,0,0.32894078642482627,0,0,1,1,0
0.0,0,0.6677268358812116,1,0,0,1,0
0.0,0,0.44204464640307994,0,0,1,0,1
0.0,0,0.8562588942766934,0,0,1,1,0
0.08515899209298072,1,0.918289426717463,0,1,0,1,1
0.0,1,0.45231193711076034,0,0,1,1,0
0.0,0,0.29241374657909647,0,1,0,0,1
0.0,0,0.7874081538907685,1,0,0,1,0
0.1043608802921695,3,0.3703770714769552,0,1,0,1,1
0.0881161688405232,0,0.9243823481213602,0,1,0,1,0
0.0,0,0.6330020022231243,1,0,0,1,1
0.0,3,0.6742055898601885,1,0,0,0,0
0.05757180791498314,0,0.9838529837169483,1,0,0,1,0
0.0,0,0.819974047129959,0,0,1,1,0
0.0,3,0.9916950995369852,0,1,0,1,1
0.0,0,0.34287142231469103,0,1,0,0,0
0.0,1,0.6515500395870738,0,0,1,0,0
0.0,0,0.8554894018649625,0,1,0,0,0
0.0,1,0.604718805250991,0,0,1,1,0
0.0,0,0.8468922532673743,0,1,0,1,0
0.0,2,0.8261212474666669,0,1,0,1,1
0.12766952080748745,0,0.964389279661534,0,1,0,1,0
0.0,0,0.8164892622311534,1,0,0,1,0
0.0,0,0.5810021836939816,0,1,0,0,0
0.0,0,0.8225152522823465,0,0,1,1,0
0.05018320056186852,0,0.49324395412469935,1,0,0,0,0
0.0,1,0.3731285971389283,0,0,1,0,0
0.0,2,0.37236533515022774,0,0,1,1,0
0.0,1,0.4632408745976181,0,0,1,0,1
0.0,2,0.4053777367057907,0,0,1,0,0
0.0,0,0.9472390236528764,0,0,1,1,1
0.14905895729508534,0,0.0932892421760585,0,1,0,1,1
0.0,2,0.18141910223654012,1,0,0,1,1
0.0,2,0.8896235751189631,0,1,0,0,1
0.13328410133750698,0,0.3865265973441362,1,0,0,0,0
0.0299721619194564,0,0.037969392304803895,1,0,0,1,0
0.0227361907657127,3,0.9646276039086915,0,1,0,1,1
0.0,0,0.3997208304374533,0,1,0,1,0
0.0,3,0.18357623865775818,0,0,1,0,0
0.05373683050726685,0,0.5457670803260083,0,1,0,1,0
0.0,0,0.3227120505982124,0,0,1,1,1
0.13694050173899042,2,0.6784151419871436,0,0,1,1,1
0.0,0,0.35924584049354147,0,0,1,0,0
0.0,0,0.9112711980431507,0,0,1,1,0
0.0,0,0.4343273808733603,0,1,0,1,0
0.0,1,0.7893641241187025,0,1,0,1,1
0.0,0,0.7635663206275505,1,0,0,0,0
0.0,0,0.6606798001544577,1,0,0,1,0
0.0,2,0.5257366422384644,0,1,0,0,1
0.1520165551905288,3,0.5134262641587926,0,0,1,1,0
0.0,0,0.38821847300824974,1,0,0,0,1
0.12349481498578918,2,0.03639889990991885,0,1,0,0,1
0.0,0,0.8525132452731915,0,1,0,0,1
0.0,0,0.3507383409365815,1,0,0,0,0
0.0,0,0.99294821606789,0,1,0,1,0
0.0,2,0.0455342923080857,0,0,1,0,0
0.08350008090651939,0,0.19915672344620616,0,0,1,1,0
0.0,0,0.898897910857823,1,0,0,1,1
0.0,0,0.10618665795963778,1,0,0,0,0
0.0,0,0.742589537730617,1,0,0,0,0
0.0,0,0.6997186403343353,1,0,0,1,0
0.0,1,0.9999765016784388,0,0,1,1,0
0.0,2,0.9827149722981674,1,0,0,1,0
0.0,3,0.712900663362011,1,0,0,1,0
0.0,3,0.6299593175142788,0,1,0,0,1
0.0,0,0.17315619916960523,0,0,1,1,0
0.0,0,0.8470499965855525,0,1,0,1,1
0.0,0,0.5036557388009992,0,0,1,1,0
0.0,0,0.7605147912558092,0,0,1,1,0
0.0,0,0.1495671529727265,0,0,1,0,0
0.0017567823386677034,0,0.03263250466436951,0,0,1,0,1
0.0,0,0.01713116093353928,1,0,0,0,0
0.0,2,0.5712294230285471,1,0,0,0,1
0.0,0,0.42882923329650935,0,0,1,0,0
0.0,0,0.7212866035592497,1,0,0,0,1
0.0,0,0.10438952730195494,0,0,1,1,0
0.0,3,0.20613938346942284,0,0,1,0,0
0.0,3,0.9862868051874412,0,0,1,1,0
0.10505305465303397,2,0.4000008308577825,1,0,0,0,1
0.0,0,0.9498571350316366,1,0,0,1,0
0.0,3,0.4248964369516326,1,0,0,0,1
0.0,3,0.6283130080370752,1,0,0,0,0
0.21479653205282956,0,0.05778971167328417,0,0,1,1,1
0.0,3,0.2746577295800382,0,1,0,1,0
0.0,0,0.8341827972848594,0,1,0,1,0
0.0,0,0.31454958026542945,0,0,1,0,0
0.0,0,0.4983958039413283,0,0,1,0,0
0.1268758172170809,0,0.5751463782873963,1,0,0,0,0
0.027935718552991647,0,0.9612347834569672,0,0,1,1,0
0.0,0,0.39202772992769486,0,1,0,0,0
0.0,0,0.42864030616167625,0,0,1,0,1
0.15545158837603557,0,0.2522679459070717,0,1,0,1,1
0.0,2,0.8531407219368294,0,0,1,1,1
0.0,0,0.31071530949632775,1,0,0,0,0
0.0,0,0.31107963982752795,1,0,0,0,0
0.0,2,0.6695885014320508,1,0,0,1,1
0.0,2,0.3529696700158721,0,0,1,0,0
0.0,1,0.04844383671096408,0,0,1,0,0
0.0,3,0.25336530085282216,1,0,0,1,1
0.0,2,0.41807599427266506,0,1,0,0,1
0.054069360758744724,1,0.3130222764387668,1,0,0,0,0
0.04624299069844014,0,0.9190950703545253,0,0,1,1,0
0.0,3,0.9274495930900953,0,0,1,1,1
0.0,1,0.6644852226141557,0,0,1,1,0
0.0,0,0.8178449820353709,1,0,0,1,0
0.0,0,0.0844746886056128,0,0,1,0,0
0.0,0,0.43829417268426607,0,1,0,0,0
0.3281371762032296,1,0.9741985869775236,1,0,0,1,0
0.0,3,0.47734526099308416,1,0,0,0,1
0.0,2,0.624412547331805,0,1,0,1,1
0.0,1,0.7151943791920073,1,0,0,0,1
0.0,0,0.8168891706344137,0,1,0,1,0
0.0,3,0.7134078656744527,0,0,1,0,1
0.0,0,0.6777564144873344,0,1,0,0,0
0.0,1,0.5149444456898868,1,0,0,0,1
0.0,0,0.9386205561439428,0,0,1,0,0
0.08537916729657238,0,0.24936195081057355,0,1,0,1,1
0.0,0,0.5793596466507023,0,0,1,1,0
0.0,0,0.22028392143809195,0,1,0,0,1
0.1064975617949128,1,0.5057712829358431,0,1,0,1,1
0.0,3,0.7928359227757642,1,0,0,1,0
0.0,1,0.8089198576298562,0,1,0,1,1
0.0,0,0.09165981004486212,0,0,1,0,0
0.0,0,0.5367040009974505,0,0,1,1,0
0.0,0,0.8950634896746663,0,1,0,1,1
0.0,2,0.30137698986725625,1,0,0,1,0
0.03994923101945905,3,0.044974101376733744,0,0,1,1,0
0.0,3,0.3250243367282354,1,0,0,0,0
0.0,3,0.4892976062980319,1,0,0,0,0
0.0,0,0.77165743986333,0,1,0,1,1
0.0,2,0.4196471484584954,0,1,0,0,0
0.0,0,0.28966129535604834,0,1,0,0,0
0.04450926045659474,0,0.6302029469969437,0,0,1,1,1
0.12465431035161738,0,0.5772815644689118,0,1,0,0,0
0.0,0,0.5133675715168972,1,0,0,0,0
0.0,3,0.7254648975189854,0,0,1,1,0
0.0,0,0.4209702774468238,1,0,0,0,1
0.0,1,0.4820937264801123,1,0,0,0,0
0.0,3,0.8115701524253788,0,0,1,1,1
0.0,2,0.35218660859731976,0,1,0,0,1
0.0,0,0.46278450195355536,0,0,1,1,0
0.00553600369382308,3,0.14274970533785136,0,1,0,0,0
0.0,1,0.7219640575580204,0,0,1,1,1
0.10294664244296843,0,0.4217303533294021,0,1,0,1,0
0.0,0,0.5838631418376827,0,0,1,0,0
0.0,0,0.8875464834233314,1,0,0,0,1
0.0,0,0.9811412300973273,0,1,0,1,0
0.12807683890895205,0,0.3092983313457788,1,0,0,1,1
0.0,0,0.5946811843154542,0,0,1,1,0
0.0,0,0.7630572580836452,1,0,0,1,1
0.015351002004255314,0,0.8197298136670754,0,0,1,1,1
0.0,0,0.7472256606662178,0,1,0,0,1
0.0,0,0.6741134232885169,0,0,1,0,0
0.0,3,0.2933297185058039,1,0,0,0,0
0.0,0,0.4186015680321342,0,0,1,0,0
0.17345107085167272,0,0.4784883900255651,0,1,0,1,0
0.0,0,0.49374242041837335,1,0,0,0,0
0.26588775814961385,3,0.4890029311278973,1,0,0,0,1
0.0,0,0.17603144202759768,0,1,0,0,1
0.0,2,0.033318224538650076,1,0,0,0,1
0.0,0,0.9432508639851889,0,1,0,1,1
0.03710996818625448,0,0.003230493691100178,1,0,0,1,1
0.0,0,0.9080192369412013,0,0,1,1,0
0.09884457773013776,3,0.8969996183247817,1,0,0,1,1
0.0,1,0.9559328169258854,1,0,0,1,1
0.0,0,0.11781819746921918,1,0,0,0,0
0.211553735980742,0,0.3879839445202934,0,0,1,1,0
0.0,0,0.13199103756107766,1,0,0,0,0
0.06247807371914783,0,0.24034992816819345,1,0,0,0,0
0.0,0,0.5027043436651772,0,0,1,1,0
0.0,3,0.9124513208240163,0,0,1,1,1
0.0,3,0.5370972811976767,0,1,0,0,1
0.0,0,0.8351210406923668,0,0,1,1,0
0.0,3,0.2277380217285535,1,0,0,1,1
0.0,3,0.4915530403786089,0,0,1,1,0
0.0,1,0.685661592161799,0,0,1,0,0
0.1027895125185991,0,0.8188398890498136,1,0,0,1,0
0.0,2,0.19947069929004446,0,1,0,0,0
0.0,1,0.2292329955573924,0,1,0,1,1
0.0,1,0.75354291484804,0,0,1,1,0
0.0,0,0.4461537934938118,1,0,0,0,0
0.0,0,0.7620174681992229,0,0,1,0,0
0.03563390086540873,0,0.5120802174477855,0,1,0,1,0
0.04891132567416701,0,0.5075721528116895,1,0,0,0,0
0.04277666510909696,0,0.0488548398713371,1,0,0,1,0
0.0,0,0.2225028285309293,0,0,1,1,0
0.0,0,0.8955705343473963,0,0,1,1,1
0.08512727711215687,0,0.18225538734394953,1,0,0,1,1
0.0,2,0.5786307223186079,0,1,0,0,0
0.0,3,0.40812671932354216,0,1,0,1,0
0.0,1,0.19736419637043245,0,0,1,0,1
0.0,3,0.6592668081257939,1,0,0,1,1
0.0,0,0.7336423632596442,0,1,0,1,0
0.0,2,0.04589109712751749,0,1,0,1,1
0.0,0,0.17790251400235302,0,1,0,0,0
0.0,0,0.17531382142904461,0,0,1,0,0
0.0,0,0.04239531478050518,0,0,1,0,0
0.0,0,0.06532590734232258,1,0,0,0,0
0.0,2,0.5294631230998479,0,1,0,0,1
0.07211643220168447,1,0.8721993539769634,0,0,1,1,0
0.0,0,0.19277403311737062,0,0,1,0,0
0.0,2,0.5201817823367652,1,0,0,1,1
0.0,0,0.7239172168844656,0,0,1,0,0
0.0,0,0.9249540831109262,0,1,0,1,1
0.0,0,0.4784428821860318,1,0,0,0,1
0.0,0,0.29447771958804003,1,0,0,0,1
0.0,2,0.04905289161441806,0,1,0,1,1
0.037412587622938885,3,0.11017381720053254,1,0,0,0,1
0.0,2,0.09364185871056885,1,0,0,1,1
0.025463410930367456,1,0.1014247822080655,0,0,1,1,0
0.0,1,0.055675065888170616,0,1,0,0,1
0.021168886713523273,3,0.9646764752997835,1,0,0,0,1
0.0,2,0.22837793462273248,0,1,0,0,1
0.09881939884661235,0,0.817455780336068,0,1,0,0,1
0.0,3,0.655258247062364,0,1,0,1,0
0.0,2,0.005053494083158583,0,1,0,1,1
0.0,0,0.6297251820288968,0,1,0,1,0
0.0,1,0.8166533360557428,0,0,1,0,1
0.0,2,0.5137389552395313,0,1,0,0,1
0.04929108567864098,1,0.041313840262463986,1,0,0,0,1
0.0,3,0.22912208304977133,1,0,0,0,1
0.0,1,0.9826328868002127,1,0,0,1,0
0.0,0,0.4716636749960571,1,0,0,1,1
0.0,0,0.9064507265609417,0,0,1,1,0
0.0,0,0.11188367702945967,1,0,0,1,0
0.14474066141407654,1,0.25253236273298585,0,0,1,0,0
0.0,3,0.9264267556889392,1,0,0,1,0
0.0,0,0.3055934737257622,0,0,1,0,1
0.1559778876151613,0,0.2286007483565461,0,1,0,1,0
0.0,3,0.151917729045272,0,0,1,0,0
0.0,0,0.5978723336694205,1,0,0,0,0
0.23151921128850445,0,0.5652506084429427,1,0,0,1,0
0.0,2,0.9886821258772803,0,1,0,0,1
0.0,2,0.8324630736341605,1,0,0,0,1
0.0,0,0.5427600324392228,0,0,1,0,0
0.0,1,0.23344227273744145,0,1,0,0,1
0.0,1,0.29970865585420303,0,1,0,0,0
0.0,0,0.6579643023177041,0,0,1,1,0
0.0,2,0.4040387773705518,0,1,0,0,1
0.0,2,0.6820313084140724,1,0,0,1,1
0.0,0,0.06653585708165688,0,1,0,0,0
0.09381547621617436,1,0.778553819517141,0,1,0,0,1
0.0,2,0.8615824255632187,0,1,0,1,0
0.0,1,0.38717869110384484,0,0,1,0,0
0.0,0,0.21948428889920601,0,1,0,0,0
0.0,0,0.31622858078616223,1,0,0,1,0
0.0,0,0.7048148030172494,0,0,1,1,0
0.0,0,0.7436711206964178,0,1,0,1,1
0.0,0,0.4327565683991148,0,0,1,0,0
0.0,0,0.9063251090832626,0,0,1,1,1
0.0313812342591146,3,0.5185672539711176,0,1,0,1,1
0.0,3,0.7951468280471531,1,0,0,1,1
0.0,0,0.44728092671532105,1,0,0,0,0
0.0,0,0.18288213599747316,1,0,0,0,0
0.0,3,0.4484809676494561,1,0,0,1,1
0.0,2,0.8186000976184375,1,0,0,1,0
0.05682557403543748,0,0.006446169553590675,1,0,0,0,0
0.08112915169280287,2,0.33656996934466976,0,1,0,0,1
0.1158278926264215,0,0.9998356968336998,0,1,0,0,0
0.1292313749393032,0,0.5796971613630981,0,0,1,1,0
0.0,2,0.014001764567282193,1,0,0,0,1
0.0,0,0.7137457818825507,1,0,0,1,1
0.0,1,0.436401539060848,0,1,0,0,1
0.14868684566361695,1,0.9226117172000843,0,1,0,0,0
0.0,3,0.14466059379404184,1,0,0,0,1
0.10486747326045315,0,0.36117444347609085,1,0,0,1,1
0.12291633288720044,3,0.2769340904753661,1,0,0,0,1
0.0,0,0.3294253346207351,0,1,0,1,0
0.0051406604020095975,3,0.19283081941493085,1,0,0,0,1
0.10092513858126823,0,0.1863198485044958,1,0,0,0,0
0.05102599582659392,2,0.4661740794244206,1,0,0,1,1
0.06278149995201525,2,0.9429374502169728,1,0,0,1,1
0.0,2,0.7206568824751414,1,0,0,1,1
0.010410729077444732,2,0.7341590491507869,0,0,1,0,0
0.0,3,0.2644973105187607,0,1,0,0,0
0.20777241838645827,0,0.43162183138369614,0,1,0,0,0
0.0,0,0.9393198132799591,0,0,1,0,0
0.0,0,0.42659060811136307,1,0,0,0,0
0.13939677310715365,0,0.0036720156746570254,1,0,0,1,0
0.0,0,0.8320119104145467,1,0,0,1,1
0.2020373058108504,3,0.6289194031540747,0,0,1,0,1
0.0,0,0.5493884450397497,1,0,0,0,0
0.0,0,0.49716664816213696,0,1,0,0,0
0.0,3,0.6749071888282216,1,0,0,1,1
0.0,0,0.523681781658598,0,1,0,1,0
0.0,2,0.3736496190410512,1,0,0,0,1
0.0,1,0.07314365824482905,0,1,0,1,0
0.0,2,0.9250879397957665,0,0,1,1,1
0.0,3,0.7139385994201498,0,0,1,1,0
0.0,0,0.9339261586141304,1,0,0,1,1
0.0,3,0.7221842667041314,1,0,0,1,1
0.00018028825320998837,0,0.26403814242580803,1,0,0,0,0
0.0,0,0.4904946285632278,1,0,0,1,0
0.0,0,0.9335523019084923,0,1,0,1,0
0.0,0,0.3253778946249788,1,0,0,0,0
0.0,2,0.8929034073895568,1,0,0,1,1
0.0,0,0.0460254480291441,0,0,1,1,0
0.0,2,0.8193148346158179,0,1,0,0,1
0.0,1,0.6742335036829751,0,1,0,1,1
0.0,0,0.22119958501367576,1,0,0,0,1
0.0,0,0.3030635516098389,0,1,0,0,0
0.0,3,0.46480197389374966,0,1,0,0,0
0.0,0,0.26021215143762744,1,0,0,0,0
0.0,0,0.700764331410717,1,0,0,1,0
0.03718588851090272,0,0.06546286473685581,0,1,0,0,1
0.0,3,0.4576541561757018,0,0,1,0,1
0.0,0,0.23987701447365561,0,1,0,0,0
0.16899418115719445,2,0.6111261436677221,1,0,0,1,1
0.0,1,0.9462450715105775,1,0,0,1,1
0.2346583886399603,0,0.982285046047592,1,0,0,1,0
0.0,2,0.8709531238330871,0,0,1,1,1
0.0,0,0.5297025263551168,1,0,0,0,0
0.0,1,0.8208509904646268,0,0,1,1,1
0.09649426929406613,3,0.8578957035365602,0,0,1,1,0
0.0,1,0.15713059890299486,0,0,1,1,0
0.0,0,0.4808045154343181,0,1,0,0,0
0.12534348563968473,0,0.7938890048456201,0,1,0,1,1
0.0,2,0.2877935706832826,0,0,1,0,1
0.0,1,0.40695841402677757,0,1,0,0,1
0.0,0,0.8023987846068982,0,0,1,0,1
0.0,2,0.0887103739879419,0,1,0,0,0
0.0,0,0.7394306922539287,1,0,0,0,0
0.0,2,0.915382789917426,0,0,1,0,0
0.0,2,0.6612610959551145,0,1,0,1,0
0.0,0,0.7252947877634419,0,0,1,0,0
0.0015414943416383192,2,0.5222472776761031,0,1,0,0,1
0.0,0,0.6799271266000658,0,1,0,1,0
0.0,3,0.6657001082046968,0,0,1,1,0
0.06412459752538234,1,0.8246545762900597,0,0,1,0,0
0.0,0,0.983798217030892,1,0,0,1,0
0.10963242882672117,0,0.17512925122808487,0,1,0,1,1
0.0,2,0.994707475275086,0,0,1,1,0
0.0,3,0.8618511158755112,0,1,0,1,1
0.0,0,0.1597112974706415,0,0,1,0,0
0.0,0,0.7751510485420823,0,1,0,1,0
0.0,1,0.8087458889732934,0,1,0,1,1
0.0,1,0.6939995958858645,1,0,0,1,0
0.0,2,0.003718776131261148,0,0,1,0,1
0.0,2,0.19871519212664113,0,1,0,1,0
0.0,0,0.6078123935467725,0,0,1,1,0
0.0,2,0.0998459254212114,1,0,0,0,0
0.0,3,0.44463172412938046,1,0,0,0,1
0.0,3,0.5239103217459808,0,1,0,1,0
0.0,1,0.8928020472213923,1,0,0,0,1
0.0,0,0.36178140740292575,0,0,1,0,0
0.0,3,0.9822456065318642,0,0,1,1,0
0.0,1,0.5596283670553598,0,0,1,0,0
0.0,0,0.9214706140745832,1,0,0,1,0
0.0,3,0.9581880821269994,0,1,0,1,0
0.090262150926534,2,0.5751057484231946,1,0,0,1,1
0.0,2,0.3372372951378788,1,0,0,0,0
0.11430995133886557,0,0.6611293743784612,0,0,1,0,0
0.041190180049261366,1,0.8021427609942186,0,1,0,1,1
0.14706630416329486,0,0.05295123714066452,1,0,0,1,0
0.0,1,0.3100893579998383,0,0,1,1,0
0.0,3,0.6737149900935024,0,1,0,1,1
0.0,0,0.5741497654838883,0,0,1,0,1
0.0,1,0.21089484003083814,0,0,1,0,0
0.0,0,0.3654580499465234,1,0,0,1,0
0.0,0,0.23612519343377458,1,0,0,0,0
0.0,0,0.8264050731989342,1,0,0,1,0
0.0,0,0.07470999965124081,0,0,1,0,0
0.0,2,0.37421250230675684,1,0,0,0,1
0.0,0,0.5423899472234632,1,0,0,0,1
0.0,3,0.20242504912453851,0,1,0,0,0
0.0,0,0.8584954644999974,1,0,0,1,0
0.0,0,0.4684486233381533,0,1,0,0,1
0.0,0,0.5779984661487652,0,0,1,1,0
0.0,3,0.4040342749921374,0,1,0,0,1
0.0,2,0.9712811320188146,1,0,0,1,1
0.0,2,0.9418861661859964,0,0,1,1,1
0.0,1,0.1915706337432641,0,1,0,0,1
0.0,1,0.2491069423851554,0,1,0,1,1
0.0,0,0.46286551691121525,1,0,0,0,0
0.0,3,0.7627052716270547,0,1,0,0,1
0.0,0,0.2916413827396618,0,1,0,0,0
0.0,0,0.545379620884691,0,1,0,0,0
0.0,0,0.40009418932638663,0,0,1,0,1
0.0,0,0.4540214075101563,1,0,0,0,0
0.14058486355056138,0,0.14226496776817277,0,1,0,0,0
0.0,0,0.3306846235056773,0,0,1,0,1
0.0,3,0.4458948065291002,0,1,0,1,1
0.0,0,0.453029370222088,1,0,0,0,0
0.0,0,0.38598313667222606,0,1,0,1,0
0.1346436523489826,1,0.018275497085617598,0,1,0,1,1
0.0,0,0.4548213853220332,1,0,0,0,0
0.0,0,0.8090298953510483,0,1,0,0,1
0.005923163417209665,2,0.028763405161080113,1,0,0,1,0
0.0,0,0.037200382919523434,0,1,0,0,1
0.0,0,0.20645077032654813,0,1,0,0,0
0.0,2,0.49445890063585174,0,1,0,0,1
0.0,0,0.629069424410494,0,0,1,1,0
0.0,1,0.43849700631292265,0,0,1,0,1
